id,name,description,industry,location,founded_year,employee_count,revenue_range
11936,"David, Harrell and Brooks",data-driven system for gene editing.,Biotech,Germany,2008,4371,50M-100M
11937,Cook PLC,machine learning engine for student analytics.,Education,Finland,2021,1964,100M-500M
11938,Butler-Collins,cloud-native software for student analytics.,Education,Sweden,2016,4359,100M-500M
11939,"Hamilton, Jackson and Nelson",cloud-native software for diagnostics.,Healthcare,USA,2012,1521,500M+
11940,"Gomez, Johnson and Gibbs",automated infrastructure for student analytics.,Education,Finland,2007,1092,100M-500M
11941,Baker Group,automated platform for student analytics.,Education,France,2013,384,50M-100M
11942,Jones PLC,automated infrastructure for route optimization.,Logistics,Finland,2020,196,10M-50M
11943,Fox-Lopez,automated engine for student analytics.,Education,UK,2023,2976,50M-100M
11944,Boyd Ltd,AI-powered platform for payments.,Fintech,France,2016,2937,50M-100M
11945,Winters-Barajas,data-driven infrastructure for route optimization.,Logistics,Norway,2005,2757,100M-500M
11946,Hopkins Ltd,cloud-native solution for demand forecasting.,Retail,UK,2022,2164,100M-500M
11947,"Williams, Garcia and Best",predictive solution for lending.,Fintech,Norway,1999,3417,500M+
11948,Castillo Group,real-time solution for route optimization.,Logistics,Netherlands,1999,4751,500M+
11949,Riddle and Sons,data-driven platform for network optimization.,Telecom,Finland,2011,2960,500M+
11950,"Lara, Hall and Wagner",machine learning engine for inventory planning.,Retail,USA,2008,2199,100M-500M
11951,Carter-Miller,predictive platform for 5G analytics.,Telecom,Netherlands,2023,122,50M-100M
11952,"Turner, Barnes and Brock",predictive system for personalized learning.,Education,UK,1996,1142,50M-100M
11953,Brown-White,predictive platform for observability.,Technology,France,2001,2786,50M-100M
11954,Mccoy and Sons,predictive solution for vehicle telemetry.,Automotive,Sweden,2008,4678,500M+
11955,Walker PLC,AI-powered software for cloud infrastructure.,Technology,Norway,1998,4043,500M+
11956,"Williams, Moore and Kerr",machine learning solution for 5G analytics.,Telecom,Sweden,2014,3274,100M-500M
11957,Carpenter Group,automated platform for personalized learning.,Education,Finland,2018,422,500M+
11958,Hardy-Cummings,automated engine for lending.,Fintech,USA,2010,1271,500M+
11959,Jimenez-Ellis,predictive platform for gene editing.,Biotech,Netherlands,2001,2191,100M-500M
11960,Gibson-Castaneda,machine learning system for diagnostics.,Healthcare,Germany,2012,4086,500M+
11961,Hubbard-Bryant,machine learning solution for drug discovery.,Biotech,Norway,1999,1176,50M-100M
11962,Kelly-Evans,real-time solution for route optimization.,Logistics,Finland,1996,580,50M-100M
11963,"Blackwell, Clark and Lam",predictive platform for network optimization.,Telecom,France,2014,2741,100M-500M
11964,"Rodriguez, Rivera and Valencia",real-time software for banking analytics.,Fintech,Norway,1995,1789,100M-500M
11965,Harris-Ingram,real-time system for student analytics.,Education,Germany,2004,3681,50M-100M
11966,"Rodriguez, Winters and Taylor",data-driven engine for gene editing.,Biotech,Sweden,2020,1505,50M-100M
11967,"Harris, Edwards and Harris",predictive infrastructure for banking analytics.,Fintech,Germany,2019,2230,500M+
11968,Medina Ltd,cloud-native engine for autonomous driving.,Automotive,UK,2013,464,500M+
11969,Lee and Sons,real-time system for vehicle telemetry.,Automotive,USA,1998,2398,50M-100M
11970,Delgado Inc,machine learning engine for vehicle telemetry.,Automotive,Germany,2017,1679,100M-500M
11971,Diaz Ltd,AI-powered engine for inventory planning.,Retail,Norway,2000,1978,500M+
11972,Collins Ltd,data-driven engine for payments.,Fintech,USA,1996,2124,100M-500M
11973,"Edwards, Francis and Johnson",cloud-native software for diagnostics.,Healthcare,Sweden,2022,1029,500M+
11974,Thomas LLC,cloud-native platform for vehicle telemetry.,Automotive,France,2006,1950,500M+
11975,Reynolds Group,data-driven solution for route optimization.,Logistics,France,2008,4579,500M+
11976,Cruz LLC,predictive infrastructure for personalized learning.,Education,Germany,2006,55,10M-50M
11977,"Rodriguez, Chen and Martinez",distributed software for route optimization.,Logistics,USA,2019,3436,50M-100M
11978,Torres-Hunter,machine learning infrastructure for autonomous driving.,Automotive,France,2021,813,100M-500M
11979,Moore-Cantu,AI-powered system for observability.,Technology,Finland,2010,4288,50M-100M
11980,Haley-Hart,real-time platform for personalized learning.,Education,USA,2024,4039,50M-100M
11981,Navarro LLC,cloud-native platform for molecular analysis.,Biotech,Finland,1999,4317,50M-100M
11982,"Taylor, Terry and Conley",real-time software for inventory planning.,Retail,France,2023,1235,50M-100M
11983,"Chavez, Brown and Aguilar",real-time solution for personalized learning.,Education,Netherlands,2009,897,50M-100M
11984,Kim LLC,machine learning engine for student analytics.,Education,Finland,2007,3716,100M-500M
11985,Hull-Cooper,automated infrastructure for patient monitoring.,Healthcare,UK,1999,4872,50M-100M
11986,"Johnson, Perez and Salinas",AI-powered system for smart grid.,Energy,France,2013,3241,500M+
11987,Hunter-Clark,AI-powered solution for vehicle telemetry.,Automotive,France,2019,3723,100M-500M
11988,Tate-Martin,data-driven infrastructure for pricing optimization.,Retail,Sweden,2016,3887,50M-100M
11989,"White, Baker and Downs",machine learning infrastructure for diagnostics.,Healthcare,Germany,2017,2318,500M+
11990,"Morrison, Miller and Santiago",real-time solution for drug discovery.,Biotech,UK,2013,4960,100M-500M
11991,"Lawrence, Yu and Greer",AI-powered platform for personalized learning.,Education,Netherlands,1995,4377,100M-500M
11992,Lynn-Cruz,distributed system for student analytics.,Education,UK,2007,947,500M+
11993,"Cook, Aguilar and Curry",AI-powered platform for demand forecasting.,Retail,Norway,2019,3530,50M-100M
11994,"Silva, Edwards and Velasquez",cloud-native engine for data pipelines.,Technology,France,2006,4381,50M-100M
11995,"Cooke, Murillo and Reynolds",real-time solution for inventory planning.,Retail,Sweden,2015,4037,100M-500M
11996,Thomas-Summers,distributed system for smart grid.,Energy,Netherlands,2018,485,500M+
11997,Johnson Inc,cloud-native solution for student analytics.,Education,Finland,2013,1215,50M-100M
11998,Jackson-Salas,cloud-native infrastructure for observability.,Technology,France,2005,2551,500M+
11999,"Fox, Simpson and Diaz",data-driven platform for renewable energy.,Energy,Sweden,2019,769,500M+
12000,Snyder-Smith,real-time solution for payments.,Fintech,Norway,2009,893,50M-100M
12001,Shaw Group,cloud-native engine for supply chain visibility.,Logistics,Netherlands,1996,1132,100M-500M
12002,George-Reed,cloud-native infrastructure for inventory planning.,Retail,USA,2021,1910,100M-500M
12003,Martinez Ltd,AI-powered solution for vehicle telemetry.,Automotive,Norway,2007,3043,500M+
12004,Bennett-Mcmillan,distributed engine for 5G analytics.,Telecom,Norway,1999,4543,100M-500M
12005,"Mahoney, Shelton and Perez",data-driven system for patient monitoring.,Healthcare,Germany,2009,243,10M-50M
12006,Thomas-May,distributed infrastructure for vehicle telemetry.,Automotive,Germany,2024,4497,500M+
12007,Mckee-Paul,distributed solution for network optimization.,Telecom,Netherlands,2001,3014,100M-500M
12008,"Wolfe, Brown and Vazquez",real-time engine for inventory planning.,Retail,Netherlands,2000,1383,50M-100M
12009,"Jones, Webb and Dawson",machine learning platform for observability.,Technology,Germany,1996,3369,500M+
12010,"Simpson, Nelson and Jefferson",automated infrastructure for inventory planning.,Retail,France,2000,2846,50M-100M
12011,Chambers Inc,machine learning solution for smart grid.,Energy,France,2000,2265,100M-500M
12012,Davis-Alvarado,real-time system for gene editing.,Biotech,Germany,2014,4168,100M-500M
12013,Francis PLC,predictive software for supply chain visibility.,Logistics,Finland,2002,2649,100M-500M
12014,"Anderson, Jennings and Miller",machine learning engine for supply chain visibility.,Logistics,UK,2013,3134,500M+
12015,Bell-Morris,predictive platform for network optimization.,Telecom,Sweden,2016,3087,500M+
12016,Freeman LLC,AI-powered system for pricing optimization.,Retail,France,2013,3834,50M-100M
12017,"White, Shaw and Dorsey",AI-powered solution for drug discovery.,Biotech,Netherlands,2023,25,1M-10M
12018,Booth PLC,automated platform for route optimization.,Logistics,Germany,2008,1597,500M+
12019,Burns-Nolan,AI-powered engine for autonomous driving.,Automotive,USA,2023,3908,500M+
12020,Knapp-Chung,automated platform for supply chain visibility.,Logistics,UK,2012,3425,50M-100M
12021,"Williams, Solomon and Myers",automated engine for renewable energy.,Energy,Germany,2001,1685,50M-100M
12022,"Jones, Howard and Mcdonald",machine learning infrastructure for gene editing.,Biotech,Germany,2001,3956,50M-100M
12023,"Nguyen, Houston and Byrd",AI-powered platform for molecular analysis.,Biotech,Norway,2024,3542,500M+
12024,Heath Group,real-time system for renewable energy.,Energy,USA,2010,3448,100M-500M
12025,"Odom, Snow and Baird",data-driven platform for drug discovery.,Biotech,USA,1998,393,500M+
12026,"Allen, Villa and Allen",predictive platform for patient monitoring.,Healthcare,France,2003,1248,500M+
12027,Russell-Smith,cloud-native software for personalized learning.,Education,USA,2001,3351,500M+
12028,"Andrade, Edwards and Dominguez",predictive engine for health data.,Healthcare,France,2016,3669,500M+
12029,Boyer Inc,machine learning software for personalized learning.,Education,Finland,2019,2162,50M-100M
12030,Clark LLC,automated software for patient monitoring.,Healthcare,Finland,2020,2454,100M-500M
12031,Joyce-Lopez,predictive system for diagnostics.,Healthcare,UK,2018,3863,100M-500M
12032,Escobar-Velazquez,automated platform for route optimization.,Logistics,France,2003,2336,500M+
12033,"Hernandez, Foster and Powell",distributed system for network optimization.,Telecom,Norway,1999,4343,100M-500M
12034,"Anderson, Rush and Davidson",data-driven software for inventory planning.,Retail,Netherlands,2005,2022,100M-500M
12035,Berger-Hayes,cloud-native solution for fraud detection.,Fintech,USA,2005,2796,50M-100M
12036,"Mcclain, Grant and Wolf",machine learning solution for route optimization.,Logistics,Sweden,2012,4792,50M-100M
12037,Riley-Tran,cloud-native engine for patient monitoring.,Healthcare,Finland,2002,1499,100M-500M
12038,"Olson, Molina and Romero",distributed engine for diagnostics.,Healthcare,Norway,2018,1584,50M-100M
12039,"Mooney, Stevenson and Miller",machine learning software for route optimization.,Logistics,Netherlands,2000,3813,100M-500M
12040,Spears-Brown,cloud-native platform for vehicle telemetry.,Automotive,Finland,1995,3155,500M+
12041,Simpson Inc,machine learning solution for personalized learning.,Education,Germany,1998,4158,50M-100M
12042,Erickson-Price,cloud-native infrastructure for patient monitoring.,Healthcare,France,1996,4388,100M-500M
12043,White LLC,automated solution for vehicle telemetry.,Automotive,Netherlands,2014,1151,500M+
12044,"Dennis, Henderson and Anderson",distributed infrastructure for autonomous driving.,Automotive,Finland,2012,3154,100M-500M
12045,Pugh and Sons,predictive software for vehicle telemetry.,Automotive,Finland,2024,1485,50M-100M
12046,Campbell-Willis,real-time platform for patient monitoring.,Healthcare,UK,2001,3539,100M-500M
12047,"Miranda, Rodriguez and Myers",distributed system for network optimization.,Telecom,Germany,1999,4816,500M+
12048,Mullins Inc,real-time system for gene editing.,Biotech,France,2011,2864,50M-100M
12049,"Petersen, Atkins and Sanchez",predictive platform for autonomous driving.,Automotive,France,2022,1195,50M-100M
12050,"Pearson, Copeland and Cox",machine learning infrastructure for payments.,Fintech,Germany,2018,3666,500M+
12051,Perez-Price,real-time solution for inventory planning.,Retail,Germany,2011,3436,500M+
12052,French-Thompson,distributed infrastructure for banking analytics.,Fintech,Sweden,2015,3877,100M-500M
12053,Gutierrez LLC,cloud-native solution for observability.,Technology,UK,2001,1677,50M-100M
12054,Ruiz-Davidson,cloud-native solution for personalized learning.,Education,UK,1997,2537,500M+
12055,Henry-Brooks,AI-powered system for lending.,Fintech,France,1996,2549,100M-500M
12056,"Simon, Martin and Franklin",cloud-native platform for energy forecasting.,Energy,UK,2008,3781,100M-500M
12057,Mcbride-Smith,cloud-native infrastructure for health data.,Healthcare,USA,2000,3049,100M-500M
12058,Hobbs-Massey,real-time engine for 5G analytics.,Telecom,Netherlands,2020,3554,100M-500M
12059,"Johnson, Wyatt and Moore",machine learning system for 5G analytics.,Telecom,Norway,2023,3618,100M-500M
12060,Smith and Sons,machine learning solution for demand forecasting.,Retail,Finland,2011,2393,50M-100M
12061,Wang-Thompson,machine learning infrastructure for demand forecasting.,Retail,Finland,1996,557,50M-100M
12062,Torres-Neal,machine learning platform for lending.,Fintech,France,2020,2731,50M-100M
12063,Clark-Leon,predictive engine for observability.,Technology,France,1997,1129,100M-500M
12064,Vega and Sons,real-time software for supply chain visibility.,Logistics,Sweden,2007,1015,50M-100M
12065,Combs-Miller,automated solution for network optimization.,Telecom,Netherlands,2008,137,50M-100M
12066,"Robertson, Mullins and Smith",machine learning platform for route optimization.,Logistics,France,2015,996,500M+
12067,Davenport PLC,predictive infrastructure for 5G analytics.,Telecom,Germany,1999,45,1M-10M
12068,Mcdaniel Group,machine learning engine for gene editing.,Biotech,Netherlands,1995,2510,50M-100M
12069,"Padilla, Aguilar and Wagner",automated solution for autonomous driving.,Automotive,Germany,2009,4563,100M-500M
12070,Levy-Stanley,distributed system for demand forecasting.,Retail,Norway,2006,2496,100M-500M
12071,"Rogers, Sellers and Faulkner",automated engine for personalized learning.,Education,USA,1997,3699,500M+
12072,Mckinney Inc,automated solution for autonomous driving.,Automotive,Norway,1999,3169,100M-500M
12073,"Conrad, Shaw and Miller",real-time system for demand forecasting.,Retail,Finland,1996,3543,100M-500M
12074,Pope-Johnson,data-driven software for pricing optimization.,Retail,Germany,2005,537,50M-100M
12075,Walsh Group,cloud-native system for personalized learning.,Education,UK,2017,4442,100M-500M
12076,Long-Long,machine learning software for fraud detection.,Fintech,Germany,2010,1540,50M-100M
12077,"Mays, Torres and Thompson",cloud-native solution for health data.,Healthcare,Norway,1999,4874,50M-100M
12078,Santos and Sons,cloud-native solution for cloud infrastructure.,Technology,France,2018,1088,50M-100M
12079,Lynn-Nguyen,automated platform for 5G analytics.,Telecom,USA,2018,471,50M-100M
